  10001	   48.83592070	    2.33493980	    122.585	   50.25633703	    4.87356145	    720.773
  10002	   43.75473853	    6.92057443	   1319.301	   45.17419413	    9.51516538	   3611.121
  10003	   43.56077400	    1.48076130	    207.102	   44.99961669	    3.96413082	   8295.692
  10004	   48.38049436	   -4.49659353	     65.828	   49.87762940	    2.17237588	   -509.041
  10012	   43.70326487	    7.22726248	    256.488	   45.11395834	    9.83267245	   1556.846
  10017	   50.99365484	    2.34475314	     56.769	   52.43071602	    4.96322414	  -1378.066
  10020	   46.13346363	   -0.40769862	    113.202	   47.58296009	    2.03832893	   1874.210
  10023	   46.15894301	   -1.21931559	     57.854	   47.61819554	    1.20214650	    788.186
  10055	   49.58066226	   -1.77795940	    188.629	   51.03028389	    0.67514107	  -1384.260
  10063	   46.53003005	   -1.80578728	     56.717	   47.95331850	    0.59042451	   2598.359
  10064	   47.64800852	   -3.50797997	     93.314	   49.07332491	    1.20849963	   1336.496
  10073	   43.27877051	    5.35378850	     61.804	   44.70110465	    7.87878240	  -1768.260
  10074	   43.47196429	   -1.53691043	    121.393	   44.92368126	    0.89717269	  -3876.164
  10077	   41.92745813	    8.76261590	     98.770	   43.34708828	   11.36398180	   4618.156
  10079	   42.51532403	    3.13670349	    108.153	   43.91057520	    5.70394329	  -4603.528
  10087	   44.64595494	   -1.24883133	    106.286	   46.09844978	    1.14625103	  -5097.790
  10088	   43.39523552	   -1.68167754	     59.460	   44.88983023	    0.63081405	 -22112.902
  10089	   43.55458229	    7.01572644	     89.855	   44.98377896	    9.64227279	  -2491.136
  10090	   45.87908518	    4.67657667	    432.405	   47.29889291	    7.25517877	   1443.695
  10101	   55.73902020	   12.50002552	     94.027	   57.04778829	   15.47542377	  17409.319
  10106	   57.59110097	    9.96754736	     50.141	   58.90943646	   12.85457153	  27002.071
  10108	   62.02329680	   -6.76451604	    114.606	   63.52831005	    4.39386896	   4464.567
  10115	   55.46027245	    8.43977263	     50.096	   56.94303093	   11.12243938	  -8652.594
  10116	   54.57443041	   11.92292767	     43.968	   55.89520783	   14.86280623	   5477.034
  10117	   61.99737084	   -6.78352333	    110.245	   63.51113487	    4.41467970	   5486.370
  10118	   55.49356636	    8.45682676	     59.485	   56.84321623	   11.30592939	   7282.715
  10202	   64.13878494	  -21.95548630	     93.045	   65.87617151	   23.79586615	   3619.986
  10204	   64.26729275	  -15.19791940	     82.687	   65.65155304	   12.56078789	  88201.945
  10302	   69.66274936	   18.93833171	    132.477	   70.97401183	   23.04381852	  29682.762
  10307	   59.73658762	   10.36775874	    221.567	   61.06741047	   13.27037351	  54975.855
  10317	   78.92958538	   11.86508910	     78.489	   80.11321658	   17.42203945	  36448.447
  10320	   58.00637741	    7.55475586	     45.844	   59.34650667	   10.37856607	  15898.402
  10322	   70.33637361	   31.03119696	    174.897	   71.36106425	   35.94484404	  31743.337
  10330	   59.01771276	    5.59862548	    104.925	   60.40431340	    8.35016448	  16858.241
  10331	   63.37138449	   10.31915866	    317.760	   64.76770792	   13.26249181	  45851.691
  10333	   69.27837412	   16.00869771	    413.782	   70.61614145	   19.77773071	  19791.312
  10402	   57.39529956	   11.92551878	     45.601	   58.68421801	   14.87751384	  32056.496
  10403	   67.85735226	   20.96844924	    391.013	   69.11482961	   24.94621591	  73041.977
  10405	   60.59514448	   17.25852810	     75.478	   61.80470683	   20.59363308	  81060.495
  10422	   67.87757654	   21.06024219	    498.073	   69.11766566	   25.03971869	  71104.915
  10423	   57.65387060	   18.36731867	     79.832	   58.85423387	   21.64335547	  34394.912
  10424	   64.69784830	   16.55993282	    450.065	   65.99631418	   19.94894325	  91086.338
  10425	   57.71495934	   12.89135064	    219.972	   59.00118647	   15.90174164	  39280.051
  10426	   64.87919812	   21.04829218	     81.332	   66.09597238	   24.76795476	 108903.721
  10503	   60.21747274	   24.39532209	     94.633	   61.30792463	   28.10351130	  46475.105
  10505	   60.20385023	   24.96115733	     69.990	   61.26416402	   28.75331183	  52544.498
  10511	   62.96119388	   21.77063823	     58.183	   64.10785966	   25.49400784	  93074.643
  10512	   62.39117401	   30.09616062	    113.760	   63.40265911	   34.19523447	  41531.800
  10531	   60.20018665	   25.04655217	     43.368	   61.25694785	   28.77601088	  31386.759
  10802	   55.71535590	   21.11888628	     42.751	   56.91812336	   24.41331649	  14707.699
  11001	   47.06713068	   15.49348164	    538.293	   48.43176095	   18.45136506	   6198.189
  11006	   47.31290561	   11.38609357	   2384.164	   48.67531366	   14.19717500	  32654.610
  11101	   42.55609515	   23.39473408	   1119.529	   43.60711053	   26.35467340	   3739.554
  11206	   47.78960376	   19.28153025	    291.722	   49.07193435	   22.34922166	  -1083.045
  11401	   44.46394544	   26.12574201	    143.215	   45.53804459	   29.07282230	  25507.451
  11502	   49.91370535	   14.78562371	    592.585	   51.23387644	   17.68897675	   9599.700
  11515	   49.03471411	   20.32293712	    746.029	   50.24001168	   23.21110876	   1561.024
  11516	   49.13378594	   13.72417976	    799.405	   50.45640022	   16.61218216	   -121.571
  11904	   43.50664155	   16.43845350	     48.201	   45.11667794	   19.36141855	   2818.972
  12204	   52.09727558	   21.03154039	    141.434	   53.34003364	   24.19832519	   5225.557
  12205	   52.27695743	   17.07345782	    124.359	   53.56016121	   20.10815747	    -18.926
  12207	   52.47594835	   21.03534534	    149.621	   53.73478249	   24.26101485	   7343.339
  12209	   53.89240082	   20.66994350	    187.025	   55.14496881	   23.85472178	   1036.952
  12217	   51.11326162	   17.06204166	    180.806	   52.40614430	   20.04529128	   2122.817
  12222	   54.79676005	   18.41875416	     34.740	   56.01152073	   21.60500811	  11661.636
  12227	   54.47238011	   17.11752896	    108.265	   55.71724825	   20.25280734	   1747.087
  12266	   39.07993967	   17.12503488	     61.600	   40.69256821	   20.56810112	 -18660.029
  12301	   48.63197842	   22.29762017	    232.013	   49.84105707	   25.35439801	   6531.684
  12302	   56.94862029	   24.05877540	     34.728	   58.10289320	   27.49418229	  17653.351
  12309	   56.02748053	   37.22359122	    254.814	   57.02139046	   40.95701492	  11350.604
  12312	   40.22645592	   44.50292851	   1194.739	   41.72162003	   47.95854018	  13998.881
  12313	   52.21902394	  104.31624225	    502.340	   51.56078769	  107.94864361	   6818.962
  12314	   50.00510289	   36.23900938	    201.031	   51.03964338	   39.69654585	  16956.587
  12319	   54.84061105	   83.23544639	    123.090	   54.67128740	   87.37061178	  10701.739
  12327	   41.32804935	   69.29556786	    439.695	   41.67758583	   72.55860780	  10376.144
  12329	   47.02973453	  142.71672089	     91.291	   45.93210815	  144.29975546	  12420.485
  12330	   55.69928380	   36.75863017	    204.986	   56.71304318	   40.46605709	   3344.289
  12334	   39.13476714	   66.88544697	    622.482	   39.59437517	   70.16523643	 -12933.171
  12335	   46.97278516	   31.97284210	     93.905	   48.01709780	   35.13419882	   7597.023
  12336	   49.60261446	   34.54293202	    178.364	   50.66480937	   37.72427769	   5323.799
  12337	   44.41326027	   33.99098372	    365.795	   45.46909791	   37.09835764	   3155.505
  12338	   51.76970498	  102.23498536	    811.409	   51.08822874	  106.05283603	  16790.978
  12348	   42.67977022	   74.69426674	   1714.208	   43.06030592	   78.09885620	  18928.845
  12349	   55.99324971	   92.79383361	    210.033	   55.53314507	   96.78406723	   6325.667
  12350	   60.53286262	   29.78087688	     76.684	   61.54860621	   33.71459832	  30632.401
  12351	   43.78839339	   41.56506779	   1166.274	   44.77613927	   44.77966205	  17280.323
  12352	   43.17873226	   77.01689997	   1342.003	   43.48386833	   80.54733813	  12859.920
  12353	   62.03095947	  129.68030507	    103.411	   60.85661783	  133.12022742	   5079.014
  12354	   59.57575241	  150.77002312	    361.822	   57.40767076	  153.11601869	   1393.108
  12355	   53.06673151	  158.60707682	    210.304	   52.39727655	  157.89943043	 -22177.885
  12356	   50.36418339	   30.49673382	    226.314	   51.47992597	   33.72206772	   1458.054
  12360	   71.63447306	  128.86642297	     47.064	   70.53849850	  133.43525042	   8354.807
  12361	   48.52145382	  135.04615693	    130.474	   47.28149000	  137.92377913	  11251.529
  12362	   56.42982184	   58.56045882	    247.570	   56.91727035	   62.71177057	   9549.130
  12363	   68.07612882	  166.43796377	    456.135	   66.19984600	  168.39010244	   5444.593
  12364	   69.36183324	   88.35978345	     47.918	   69.08317948	   93.94594891	  19958.398
  12365	   55.11487961	   36.56952670	    182.661	   56.09169821	   40.24341144	  13312.165
  12366	   49.83558921	   24.01448961	    370.506	   51.05308786	   27.13904148	    662.004
  12367	   55.03050098	   82.90948965	    149.933	   54.96992415	   87.02255244	  -4433.780
  12602	   38.07855340	   23.93243407	    510.568	   37.11006856	   24.86687765	  -4048.795
  12615	   35.95148096	   27.78078221	     74.349	   34.53837910	   29.51693297	 -14046.535
